,Symbol,Code,Name,BeginDate,EndDate,Type,Exchange,MinTick,Multiplier,begindate,enddate
1266,S.CN.SSE.601188,601188,龙江交通,2010-03-19,2200-01-01,STOCK,,,,2010-03-19,2200-01-01
1267,S.CN.SSE.601198,601198,东兴证券,2015-02-26,2200-01-01,STOCK,,,,2015-02-26,2200-01-01
1268,S.CN.SSE.601199,601199,江南水务,2011-03-17,2200-01-01,STOCK,,,,2011-03-17,2200-01-01
1269,S.CN.SSE.601200,601200,上海环境,2017-03-31,2200-01-01,STOCK,,,,2017-03-31,2200-01-01
1270,S.CN.SSE.601208,601208,东材科技,2011-05-20,2200-01-01,STOCK,,,,2011-05-20,2200-01-01
1271,S.CN.SSE.601211,601211,国泰君安,2015-06-26,2200-01-01,STOCK,,,,2015-06-26,2200-01-01
1272,S.CN.SSE.601212,601212,白银有色,2017-02-15,2200-01-01,STOCK,,,,2017-02-15,2200-01-01
1273,S.CN.SSE.601216,601216,君正集团,2011-02-22,2200-01-01,STOCK,,,,2011-02-22,2200-01-01
1274,S.CN.SSE.601218,601218,吉鑫科技,2011-05-06,2200-01-01,STOCK,,,,2011-05-06,2200-01-01
1275,S.CN.SSE.601222,601222,林洋能源,2011-08-08,2200-01-01,STOCK,,,,2011-08-08,2200-01-01
1276,S.CN.SSE.601225,601225,陕西煤业,2014-01-28,2200-01-01,STOCK,,,,2014-01-28,2200-01-01
1277,S.CN.SSE.601226,601226,华电重工,2014-12-11,2200-01-01,STOCK,,,,2014-12-11,2200-01-01
1278,S.CN.SSE.601228,601228,广州港,2017-03-29,2200-01-01,STOCK,,,,2017-03-29,2200-01-01
1279,S.CN.SSE.601229,601229,上海银行,2016-11-16,2200-01-01,STOCK,,,,2016-11-16,2200-01-01
1280,S.CN.SSE.601231,601231,环旭电子,2012-02-20,2200-01-01,STOCK,,,,2012-02-20,2200-01-01
1281,S.CN.SSE.601233,601233,桐昆股份,2011-05-18,2200-01-01,STOCK,,,,2011-05-18,2200-01-01
1282,S.CN.SSE.601236,601236,红塔证券,2019-07-05,2200-01-01,STOCK,,,,2019-07-05,2200-01-01
1283,S.CN.SSE.601238,601238,广汽集团,2012-03-29,2200-01-01,STOCK,,,,2012-03-29,2200-01-01
1284,S.CN.SSE.601258,601258,庞大集团,2011-04-28,2200-01-01,STOCK,,,,2011-04-28,2200-01-01
1286,S.CN.SSE.601279,601279,英利汽车,2021-04-15,2200-01-01,STOCK,,,,2021-04-15,2200-01-01
1287,S.CN.SSE.601288,601288,农业银行,2010-07-15,2200-01-01,STOCK,,,,2010-07-15,2200-01-01
1288,S.CN.SSE.601298,601298,青岛港,2019-01-21,2200-01-01,STOCK,,,,2019-01-21,2200-01-01
1289,S.CN.SSE.601299,601299,中国北车,2009-12-29,2015-05-20,STOCK,,,,2009-12-29,2015-05-20
1290,S.CN.SSE.601311,601311,骆驼股份,2011-06-02,2200-01-01,STOCK,,,,2011-06-02,2200-01-01
1291,S.CN.SSE.601313,601313,江南嘉捷,2012-01-16,2018-02-27,STOCK,,,,2012-01-16,2018-02-27
1292,S.CN.SSE.601318,601318,中国平安,2007-03-01,2200-01-01,STOCK,,,,2007-03-01,2200-01-01
1293,S.CN.SSE.601319,601319,中国人保,2018-11-16,2200-01-01,STOCK,,,,2018-11-16,2200-01-01
1294,S.CN.SSE.601326,601326,秦港股份,2017-08-16,2200-01-01,STOCK,,,,2017-08-16,2200-01-01
1295,S.CN.SSE.601328,601328,交通银行,2007-05-15,2200-01-01,STOCK,,,,2007-05-15,2200-01-01
1296,S.CN.SSE.601330,601330,绿色动力,2018-06-11,2200-01-01,STOCK,,,,2018-06-11,2200-01-01
1297,S.CN.SSE.601333,601333,广深铁路,2006-12-22,2200-01-01,STOCK,,,,2006-12-22,2200-01-01
1298,S.CN.SSE.601336,601336,新华保险,2011-12-16,2200-01-01,STOCK,,,,2011-12-16,2200-01-01
1299,S.CN.SSE.601339,601339,百隆东方,2012-06-12,2200-01-01,STOCK,,,,2012-06-12,2200-01-01
1300,S.CN.SSE.601360,601360,三六零,2012-01-16,2200-01-01,STOCK,,,,2012-01-16,2200-01-01
1301,S.CN.SSE.601366,601366,利群股份,2017-04-12,2200-01-01,STOCK,,,,2017-04-12,2200-01-01
1302,S.CN.SSE.601368,601368,绿城水务,2015-06-12,2200-01-01,STOCK,,,,2015-06-12,2200-01-01
1303,S.CN.SSE.601369,601369,陕鼓动力,2010-04-28,2200-01-01,STOCK,,,,2010-04-28,2200-01-01
1304,S.CN.SSE.601375,601375,中原证券,2017-01-03,2200-01-01,STOCK,,,,2017-01-03,2200-01-01
1305,S.CN.SSE.601377,601377,兴业证券,2010-10-13,2200-01-01,STOCK,,,,2010-10-13,2200-01-01
1306,S.CN.SSE.601388,601388,怡球资源,2012-04-23,2200-01-01,STOCK,,,,2012-04-23,2200-01-01
1307,S.CN.SSE.601390,601390,中国中铁,2007-12-03,2200-01-01,STOCK,,,,2007-12-03,2200-01-01
1308,S.CN.SSE.601398,601398,工商银行,2006-10-27,2200-01-01,STOCK,,,,2006-10-27,2200-01-01
1309,S.CN.SSE.601399,601399,国机重装,2020-06-08,2200-01-01,STOCK,,,,2020-06-08,2200-01-01
1310,S.CN.SSE.601456,601456,国联证券,2020-07-31,2200-01-01,STOCK,,,,2020-07-31,2200-01-01
1311,S.CN.SSE.601500,601500,通用股份,2016-09-19,2200-01-01,STOCK,,,,2016-09-19,2200-01-01
1312,S.CN.SSE.601512,601512,中新集团,2019-12-20,2200-01-01,STOCK,,,,2019-12-20,2200-01-01
1313,S.CN.SSE.601515,601515,东风股份,2012-02-16,2200-01-01,STOCK,,,,2012-02-16,2200-01-01
1314,S.CN.SSE.601518,601518,吉林高速,2010-03-19,2200-01-01,STOCK,,,,2010-03-19,2200-01-01
1315,S.CN.SSE.601519,601519,大智慧,2011-01-28,2200-01-01,STOCK,,,,2011-01-28,2200-01-01
1316,S.CN.SSE.601528,601528,瑞丰银行,2021-06-25,2200-01-01,STOCK,,,,2021-06-25,2200-01-01
1317,S.CN.SSE.601555,601555,东吴证券,2011-12-12,2200-01-01,STOCK,,,,2011-12-12,2200-01-01
1318,S.CN.SSE.601558,601558,退市锐电,2011-01-13,2020-07-02,STOCK,,,,2011-01-13,2020-07-02
1319,S.CN.SSE.601566,601566,九牧王,2011-05-30,2200-01-01,STOCK,,,,2011-05-30,2200-01-01
1320,S.CN.SSE.601567,601567,三星医疗,2011-06-15,2200-01-01,STOCK,,,,2011-06-15,2200-01-01
1321,S.CN.SSE.601568,601568,北元集团,2020-10-20,2200-01-01,STOCK,,,,2020-10-20,2200-01-01
1322,S.CN.SSE.601577,601577,长沙银行,2018-09-26,2200-01-01,STOCK,,,,2018-09-26,2200-01-01
1323,S.CN.SSE.601579,601579,会稽山,2014-08-25,2200-01-01,STOCK,,,,2014-08-25,2200-01-01
1324,S.CN.SSE.601588,601588,北辰实业,2006-10-16,2200-01-01,STOCK,,,,2006-10-16,2200-01-01
1325,S.CN.SSE.601595,601595,上海电影,2016-08-17,2200-01-01,STOCK,,,,2016-08-17,2200-01-01
1326,S.CN.SSE.601598,601598,中国外运,2019-01-18,2200-01-01,STOCK,,,,2019-01-18,2200-01-01
1327,S.CN.SSE.601599,601599,浙文影业,2011-05-27,2200-01-01,STOCK,,,,2011-05-27,2200-01-01
1328,S.CN.SSE.601600,601600,中国铝业,2007-04-30,2200-01-01,STOCK,,,,2007-04-30,2200-01-01
1329,S.CN.SSE.601601,601601,中国太保,2007-12-25,2200-01-01,STOCK,,,,2007-12-25,2200-01-01
1330,S.CN.SSE.601606,601606,长城军工,2018-08-06,2200-01-01,STOCK,,,,2018-08-06,2200-01-01
1331,S.CN.SSE.601607,601607,上海医药,1994-03-24,2200-01-01,STOCK,,,,1994-03-24,2200-01-01
1332,S.CN.SSE.601608,601608,中信重工,2012-07-06,2200-01-01,STOCK,,,,2012-07-06,2200-01-01
1333,S.CN.SSE.601609,601609,金田铜业,2020-04-22,2200-01-01,STOCK,,,,2020-04-22,2200-01-01
1334,S.CN.SSE.601611,601611,中国核建,2016-06-06,2200-01-01,STOCK,,,,2016-06-06,2200-01-01
1335,S.CN.SSE.601615,601615,明阳智能,2019-01-23,2200-01-01,STOCK,,,,2019-01-23,2200-01-01
1336,S.CN.SSE.601616,601616,广电电气,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
1337,S.CN.SSE.601618,601618,中国中冶,2009-09-21,2200-01-01,STOCK,,,,2009-09-21,2200-01-01
1338,S.CN.SSE.601619,601619,嘉泽新能,2017-07-20,2200-01-01,STOCK,,,,2017-07-20,2200-01-01
1339,S.CN.SSE.601628,601628,中国人寿,2007-01-09,2200-01-01,STOCK,,,,2007-01-09,2200-01-01
1340,S.CN.SSE.601633,601633,长城汽车,2011-09-28,2200-01-01,STOCK,,,,2011-09-28,2200-01-01
1341,S.CN.SSE.601636,601636,旗滨集团,2011-08-12,2200-01-01,STOCK,,,,2011-08-12,2200-01-01
1342,S.CN.SSE.601658,601658,邮储银行,2019-12-10,2200-01-01,STOCK,,,,2019-12-10,2200-01-01
1343,S.CN.SSE.601665,601665,齐鲁银行,2021-06-18,2200-01-01,STOCK,,,,2021-06-18,2200-01-01
1344,S.CN.SSE.601666,601666,平煤股份,2006-11-23,2200-01-01,STOCK,,,,2006-11-23,2200-01-01
1345,S.CN.SSE.601668,601668,中国建筑,2009-07-29,2200-01-01,STOCK,,,,2009-07-29,2200-01-01
1346,S.CN.SSE.601669,601669,中国电建,2011-10-18,2200-01-01,STOCK,,,,2011-10-18,2200-01-01
1347,S.CN.SSE.601677,601677,明泰铝业,2011-09-19,2200-01-01,STOCK,,,,2011-09-19,2200-01-01
1348,S.CN.SSE.601678,601678,滨化股份,2010-02-23,2200-01-01,STOCK,,,,2010-02-23,2200-01-01
1349,S.CN.SSE.601686,601686,友发集团,2020-12-04,2200-01-01,STOCK,,,,2020-12-04,2200-01-01
1350,S.CN.SSE.601688,601688,华泰证券,2010-02-26,2200-01-01,STOCK,,,,2010-02-26,2200-01-01
1351,S.CN.SSE.601689,601689,拓普集团,2015-03-19,2200-01-01,STOCK,,,,2015-03-19,2200-01-01
1352,S.CN.SSE.601696,601696,中银证券,2020-02-26,2200-01-01,STOCK,,,,2020-02-26,2200-01-01
1353,S.CN.SSE.601698,601698,中国卫通,2019-06-28,2200-01-01,STOCK,,,,2019-06-28,2200-01-01
1354,S.CN.SSE.601699,601699,潞安环能,2006-09-22,2200-01-01,STOCK,,,,2006-09-22,2200-01-01
1355,S.CN.SSE.601700,601700,风范股份,2011-01-18,2200-01-01,STOCK,,,,2011-01-18,2200-01-01
1356,S.CN.SSE.601702,601702,华峰铝业,2020-09-07,2200-01-01,STOCK,,,,2020-09-07,2200-01-01
1357,S.CN.SSE.601717,601717,郑煤机,2010-08-03,2200-01-01,STOCK,,,,2010-08-03,2200-01-01
1358,S.CN.SSE.601718,601718,际华集团,2010-08-16,2200-01-01,STOCK,,,,2010-08-16,2200-01-01
1359,S.CN.SSE.601727,601727,上海电气,2008-12-05,2200-01-01,STOCK,,,,2008-12-05,2200-01-01
1360,S.CN.SSE.601728,601728,中国电信,2021-08-20,2200-01-01,STOCK,,,,2021-08-20,2200-01-01
1361,S.CN.SSE.601766,601766,中国中车,2008-08-18,2200-01-01,STOCK,,,,2008-08-18,2200-01-01
1362,S.CN.SSE.601777,601777,力帆科技,2010-11-25,2200-01-01,STOCK,,,,2010-11-25,2200-01-01
1363,S.CN.SSE.601778,601778,晶科科技,2020-05-19,2200-01-01,STOCK,,,,2020-05-19,2200-01-01
1364,S.CN.SSE.601788,601788,光大证券,2009-08-18,2200-01-01,STOCK,,,,2009-08-18,2200-01-01
1365,S.CN.SSE.601789,601789,宁波建工,2011-08-16,2200-01-01,STOCK,,,,2011-08-16,2200-01-01
1366,S.CN.SSE.601798,601798,蓝科高新,2011-06-22,2200-01-01,STOCK,,,,2011-06-22,2200-01-01
1367,S.CN.SSE.601799,601799,星宇股份,2011-02-01,2200-01-01,STOCK,,,,2011-02-01,2200-01-01
1368,S.CN.SSE.601800,601800,中国交建,2012-03-09,2200-01-01,STOCK,,,,2012-03-09,2200-01-01
1369,S.CN.SSE.601801,601801,皖新传媒,2010-01-18,2200-01-01,STOCK,,,,2010-01-18,2200-01-01
1370,S.CN.SSE.601808,601808,中海油服,2007-09-28,2200-01-01,STOCK,,,,2007-09-28,2200-01-01
1371,S.CN.SSE.601811,601811,新华文轩,2016-08-08,2200-01-01,STOCK,,,,2016-08-08,2200-01-01
1372,S.CN.SSE.601816,601816,京沪高铁,2020-01-16,2200-01-01,STOCK,,,,2020-01-16,2200-01-01
1373,S.CN.SSE.601818,601818,光大银行,2010-08-18,2200-01-01,STOCK,,,,2010-08-18,2200-01-01
1374,S.CN.SSE.601825,601825,沪农商行,2021-08-19,2200-01-01,STOCK,,,,2021-08-19,2200-01-01
1375,S.CN.SSE.601827,601827,三峰环境,2020-06-05,2200-01-01,STOCK,,,,2020-06-05,2200-01-01
1376,S.CN.SSE.601828,601828,美凯龙,2018-01-17,2200-01-01,STOCK,,,,2018-01-17,2200-01-01
1377,S.CN.SSE.601838,601838,成都银行,2018-01-31,2200-01-01,STOCK,,,,2018-01-31,2200-01-01
1378,S.CN.SSE.601857,601857,中国石油,2007-11-05,2200-01-01,STOCK,,,,2007-11-05,2200-01-01
1379,S.CN.SSE.601858,601858,中国科传,2017-01-18,2200-01-01,STOCK,,,,2017-01-18,2200-01-01
1380,S.CN.SSE.601860,601860,紫金银行,2019-01-03,2200-01-01,STOCK,,,,2019-01-03,2200-01-01
1381,S.CN.SSE.601865,601865,福莱特,2019-02-15,2200-01-01,STOCK,,,,2019-02-15,2200-01-01
1382,S.CN.SSE.601866,601866,中远海发,2007-12-12,2200-01-01,STOCK,,,,2007-12-12,2200-01-01
1383,S.CN.SSE.601868,601868,中国能建,2021-09-28,2200-01-01,STOCK,,,,2021-09-28,2200-01-01
1384,S.CN.SSE.601869,601869,长飞光纤,2018-07-20,2200-01-01,STOCK,,,,2018-07-20,2200-01-01
1385,S.CN.SSE.601872,601872,招商轮船,2006-12-01,2200-01-01,STOCK,,,,2006-12-01,2200-01-01
1386,S.CN.SSE.601877,601877,正泰电器,2010-01-21,2200-01-01,STOCK,,,,2010-01-21,2200-01-01
1387,S.CN.SSE.601878,601878,浙商证券,2017-06-26,2200-01-01,STOCK,,,,2017-06-26,2200-01-01
1388,S.CN.SSE.601880,601880,辽港股份,2010-12-06,2200-01-01,STOCK,,,,2010-12-06,2200-01-01
1389,S.CN.SSE.601881,601881,中国银河,2017-01-23,2200-01-01,STOCK,,,,2017-01-23,2200-01-01
1390,S.CN.SSE.601882,601882,海天精工,2016-11-07,2200-01-01,STOCK,,,,2016-11-07,2200-01-01
1391,S.CN.SSE.601886,601886,江河集团,2011-08-18,2200-01-01,STOCK,,,,2011-08-18,2200-01-01
1392,S.CN.SSE.601888,601888,中国中免,2009-10-15,2200-01-01,STOCK,,,,2009-10-15,2200-01-01
1393,S.CN.SSE.601890,601890,亚星锚链,2010-12-28,2200-01-01,STOCK,,,,2010-12-28,2200-01-01
1394,S.CN.SSE.601898,601898,中煤能源,2008-02-01,2200-01-01,STOCK,,,,2008-02-01,2200-01-01
1395,S.CN.SSE.601899,601899,紫金矿业,2008-04-25,2200-01-01,STOCK,,,,2008-04-25,2200-01-01
1396,S.CN.SSE.601900,601900,南方传媒,2016-02-15,2200-01-01,STOCK,,,,2016-02-15,2200-01-01
1397,S.CN.SSE.601901,601901,方正证券,2011-08-10,2200-01-01,STOCK,,,,2011-08-10,2200-01-01
1398,S.CN.SSE.601908,601908,京运通,2011-09-08,2200-01-01,STOCK,,,,2011-09-08,2200-01-01
1399,S.CN.SSE.601916,601916,浙商银行,2019-11-26,2200-01-01,STOCK,,,,2019-11-26,2200-01-01
1400,S.CN.SSE.601918,601918,新集能源,2007-12-19,2200-01-01,STOCK,,,,2007-12-19,2200-01-01
1401,S.CN.SSE.601919,601919,中远海控,2007-06-26,2200-01-01,STOCK,,,,2007-06-26,2200-01-01
1402,S.CN.SSE.601921,601921,浙版传媒,2021-07-23,2200-01-01,STOCK,,,,2021-07-23,2200-01-01
1403,S.CN.SSE.601928,601928,凤凰传媒,2011-11-30,2200-01-01,STOCK,,,,2011-11-30,2200-01-01
1404,S.CN.SSE.601929,601929,吉视传媒,2012-02-23,2200-01-01,STOCK,,,,2012-02-23,2200-01-01
1405,S.CN.SSE.601933,601933,永辉超市,2010-12-15,2200-01-01,STOCK,,,,2010-12-15,2200-01-01
1406,S.CN.SSE.601939,601939,建设银行,2007-09-25,2200-01-01,STOCK,,,,2007-09-25,2200-01-01
1407,S.CN.SSE.601949,601949,中国出版,2017-08-21,2200-01-01,STOCK,,,,2017-08-21,2200-01-01
1408,S.CN.SSE.601952,601952,苏垦农发,2017-05-15,2200-01-01,STOCK,,,,2017-05-15,2200-01-01
1409,S.CN.SSE.601956,601956,东贝集团,2020-12-25,2200-01-01,STOCK,,,,2020-12-25,2200-01-01
1410,S.CN.SSE.601958,601958,金钼股份,2008-04-17,2200-01-01,STOCK,,,,2008-04-17,2200-01-01
1411,S.CN.SSE.601963,601963,重庆银行,2021-02-05,2200-01-01,STOCK,,,,2021-02-05,2200-01-01
1412,S.CN.SSE.601965,601965,中国汽研,2012-06-11,2200-01-01,STOCK,,,,2012-06-11,2200-01-01
1413,S.CN.SSE.601966,601966,玲珑轮胎,2016-07-06,2200-01-01,STOCK,,,,2016-07-06,2200-01-01
1414,S.CN.SSE.601968,601968,宝钢包装,2015-06-11,2200-01-01,STOCK,,,,2015-06-11,2200-01-01
1415,S.CN.SSE.601969,601969,海南矿业,2014-12-09,2200-01-01,STOCK,,,,2014-12-09,2200-01-01
1416,S.CN.SSE.601975,601975,招商南油,2019-01-08,2200-01-01,STOCK,,,,2019-01-08,2200-01-01
1417,S.CN.SSE.601985,601985,中国核电,2015-06-10,2200-01-01,STOCK,,,,2015-06-10,2200-01-01
1418,S.CN.SSE.601988,601988,中国银行,2006-07-05,2200-01-01,STOCK,,,,2006-07-05,2200-01-01
1419,S.CN.SSE.601989,601989,中国重工,2009-12-16,2200-01-01,STOCK,,,,2009-12-16,2200-01-01
1420,S.CN.SSE.601990,601990,南京证券,2018-06-13,2200-01-01,STOCK,,,,2018-06-13,2200-01-01
1421,S.CN.SSE.601991,601991,大唐发电,2006-12-20,2200-01-01,STOCK,,,,2006-12-20,2200-01-01
1422,S.CN.SSE.601992,601992,金隅集团,2011-03-01,2200-01-01,STOCK,,,,2011-03-01,2200-01-01
1423,S.CN.SSE.601995,601995,中金公司,2020-11-02,2200-01-01,STOCK,,,,2020-11-02,2200-01-01
1424,S.CN.SSE.601996,601996,丰林集团,2011-09-29,2200-01-01,STOCK,,,,2011-09-29,2200-01-01
1425,S.CN.SSE.601997,601997,贵阳银行,2016-08-16,2200-01-01,STOCK,,,,2016-08-16,2200-01-01
1426,S.CN.SSE.601998,601998,中信银行,2007-04-27,2200-01-01,STOCK,,,,2007-04-27,2200-01-01
1427,S.CN.SSE.601999,601999,出版传媒,2007-12-21,2200-01-01,STOCK,,,,2007-12-21,2200-01-01
1428,S.CN.SSE.603000,603000,人民网,2012-04-27,2200-01-01,STOCK,,,,2012-04-27,2200-01-01
1429,S.CN.SSE.603001,603001,奥康国际,2012-04-26,2200-01-01,STOCK,,,,2012-04-26,2200-01-01
1430,S.CN.SSE.603002,603002,宏昌电子,2012-05-18,2200-01-01,STOCK,,,,2012-05-18,2200-01-01
1431,S.CN.SSE.603003,603003,龙宇燃油,2012-08-17,2200-01-01,STOCK,,,,2012-08-17,2200-01-01
1432,S.CN.SSE.603005,603005,晶方科技,2014-02-10,2200-01-01,STOCK,,,,2014-02-10,2200-01-01
1433,S.CN.SSE.603006,603006,联明股份,2014-06-30,2200-01-01,STOCK,,,,2014-06-30,2200-01-01
1435,S.CN.SSE.603008,603008,喜临门,2012-07-17,2200-01-01,STOCK,,,,2012-07-17,2200-01-01
1436,S.CN.SSE.603009,603009,北特科技,2014-07-18,2200-01-01,STOCK,,,,2014-07-18,2200-01-01
1437,S.CN.SSE.603010,603010,万盛股份,2014-10-10,2200-01-01,STOCK,,,,2014-10-10,2200-01-01
1438,S.CN.SSE.603011,603011,合锻智能,2014-11-07,2200-01-01,STOCK,,,,2014-11-07,2200-01-01
1439,S.CN.SSE.603012,603012,创力集团,2015-03-20,2200-01-01,STOCK,,,,2015-03-20,2200-01-01
1440,S.CN.SSE.603013,603013,亚普股份,2018-05-09,2200-01-01,STOCK,,,,2018-05-09,2200-01-01
1441,S.CN.SSE.603015,603015,弘讯科技,2015-03-03,2200-01-01,STOCK,,,,2015-03-03,2200-01-01
1442,S.CN.SSE.603016,603016,新宏泰,2016-07-01,2200-01-01,STOCK,,,,2016-07-01,2200-01-01
1443,S.CN.SSE.603017,603017,中衡设计,2014-12-31,2200-01-01,STOCK,,,,2014-12-31,2200-01-01
1444,S.CN.SSE.603018,603018,华设集团,2014-10-13,2200-01-01,STOCK,,,,2014-10-13,2200-01-01
1445,S.CN.SSE.603019,603019,中科曙光,2014-11-06,2200-01-01,STOCK,,,,2014-11-06,2200-01-01
1446,S.CN.SSE.603020,603020,爱普股份,2015-03-25,2200-01-01,STOCK,,,,2015-03-25,2200-01-01
1447,S.CN.SSE.603021,603021,山东华鹏,2015-04-23,2200-01-01,STOCK,,,,2015-04-23,2200-01-01
1448,S.CN.SSE.603022,603022,新通联,2015-05-18,2200-01-01,STOCK,,,,2015-05-18,2200-01-01
1449,S.CN.SSE.603023,603023,威帝股份,2015-05-27,2200-01-01,STOCK,,,,2015-05-27,2200-01-01
1450,S.CN.SSE.603025,603025,大豪科技,2015-04-22,2200-01-01,STOCK,,,,2015-04-22,2200-01-01
1451,S.CN.SSE.603026,603026,石大胜华,2015-05-29,2200-01-01,STOCK,,,,2015-05-29,2200-01-01
1452,S.CN.SSE.603027,603027,千禾味业,2016-03-07,2200-01-01,STOCK,,,,2016-03-07,2200-01-01
1453,S.CN.SSE.603028,603028,赛福天,2016-03-31,2200-01-01,STOCK,,,,2016-03-31,2200-01-01
1454,S.CN.SSE.603029,603029,天鹅股份,2016-04-27,2200-01-01,STOCK,,,,2016-04-27,2200-01-01
1455,S.CN.SSE.603030,603030,全筑股份,2015-03-20,2200-01-01,STOCK,,,,2015-03-20,2200-01-01
1456,S.CN.SSE.603031,603031,安德利,2016-08-22,2200-01-01,STOCK,,,,2016-08-22,2200-01-01
1458,S.CN.SSE.603033,603033,三维股份,2016-12-07,2200-01-01,STOCK,,,,2016-12-07,2200-01-01
1459,S.CN.SSE.603035,603035,常熟汽饰,2017-01-05,2200-01-01,STOCK,,,,2017-01-05,2200-01-01
1460,S.CN.SSE.603036,603036,如通股份,2016-12-09,2200-01-01,STOCK,,,,2016-12-09,2200-01-01
1461,S.CN.SSE.603037,603037,凯众股份,2017-01-20,2200-01-01,STOCK,,,,2017-01-20,2200-01-01
1462,S.CN.SSE.603038,603038,华立股份,2017-01-16,2200-01-01,STOCK,,,,2017-01-16,2200-01-01
1463,S.CN.SSE.603039,603039,泛微网络,2017-01-13,2200-01-01,STOCK,,,,2017-01-13,2200-01-01
1464,S.CN.SSE.603040,603040,新坐标,2017-02-09,2200-01-01,STOCK,,,,2017-02-09,2200-01-01
1465,S.CN.SSE.603041,603041,美思德,2017-03-30,2200-01-01,STOCK,,,,2017-03-30,2200-01-01
1466,S.CN.SSE.603042,603042,华脉科技,2017-06-02,2200-01-01,STOCK,,,,2017-06-02,2200-01-01
1467,S.CN.SSE.603043,603043,广州酒家,2017-06-27,2200-01-01,STOCK,,,,2017-06-27,2200-01-01
1468,S.CN.SSE.603045,603045,福达合金,2018-05-17,2200-01-01,STOCK,,,,2018-05-17,2200-01-01
1469,S.CN.SSE.603048,603048,浙江黎明,2021-11-16,2200-01-01,STOCK,,,,2021-11-16,2200-01-01
1470,S.CN.SSE.603050,603050,科林电气,2017-04-14,2200-01-01,STOCK,,,,2017-04-14,2200-01-01
1471,S.CN.SSE.603051,603051,鹿山新材,2022-03-25,2200-01-01,STOCK,,,,2022-03-25,2200-01-01
1472,S.CN.SSE.603053,603053,成都燃气,2019-12-17,2200-01-01,STOCK,,,,2019-12-17,2200-01-01
1473,S.CN.SSE.603055,603055,台华新材,2017-09-21,2200-01-01,STOCK,,,,2017-09-21,2200-01-01
1474,S.CN.SSE.603056,603056,德邦股份,2018-01-16,2200-01-01,STOCK,,,,2018-01-16,2200-01-01
1475,S.CN.SSE.603058,603058,永吉股份,2016-12-23,2200-01-01,STOCK,,,,2016-12-23,2200-01-01
1476,S.CN.SSE.603059,603059,倍加洁,2018-03-02,2200-01-01,STOCK,,,,2018-03-02,2200-01-01
1477,S.CN.SSE.603060,603060,国检集团,2016-11-09,2200-01-01,STOCK,,,,2016-11-09,2200-01-01
1478,S.CN.SSE.603063,603063,禾望电气,2017-07-28,2200-01-01,STOCK,,,,2017-07-28,2200-01-01
1479,S.CN.SSE.603066,603066,音飞储存,2015-06-11,2200-01-01,STOCK,,,,2015-06-11,2200-01-01
1480,S.CN.SSE.603067,603067,振华股份,2016-09-13,2200-01-01,STOCK,,,,2016-09-13,2200-01-01
1481,S.CN.SSE.603068,603068,博通集成,2019-04-15,2200-01-01,STOCK,,,,2019-04-15,2200-01-01
1482,S.CN.SSE.603069,603069,海汽集团,2016-07-12,2200-01-01,STOCK,,,,2016-07-12,2200-01-01
1483,S.CN.SSE.603070,603070,万控智造,2022-03-10,2200-01-01,STOCK,,,,2022-03-10,2200-01-01
1484,S.CN.SSE.603071,603071,物产环能,2021-12-16,2200-01-01,STOCK,,,,2021-12-16,2200-01-01
1485,S.CN.SSE.603076,603076,乐惠国际,2017-11-13,2200-01-01,STOCK,,,,2017-11-13,2200-01-01
1486,S.CN.SSE.603077,603077,和邦生物,2012-07-31,2200-01-01,STOCK,,,,2012-07-31,2200-01-01
1487,S.CN.SSE.603078,603078,江化微,2017-04-10,2200-01-01,STOCK,,,,2017-04-10,2200-01-01
1488,S.CN.SSE.603079,603079,圣达生物,2017-08-23,2200-01-01,STOCK,,,,2017-08-23,2200-01-01
1489,S.CN.SSE.603080,603080,新疆火炬,2018-01-03,2200-01-01,STOCK,,,,2018-01-03,2200-01-01
1490,S.CN.SSE.603081,603081,大丰实业,2017-04-20,2200-01-01,STOCK,,,,2017-04-20,2200-01-01
1491,S.CN.SSE.603083,603083,剑桥科技,2017-11-10,2200-01-01,STOCK,,,,2017-11-10,2200-01-01
1492,S.CN.SSE.603085,603085,天成自控,2015-06-30,2200-01-01,STOCK,,,,2015-06-30,2200-01-01
1493,S.CN.SSE.603086,603086,先达股份,2017-05-11,2200-01-01,STOCK,,,,2017-05-11,2200-01-01
1494,S.CN.SSE.603087,603087,甘李药业,2020-06-29,2200-01-01,STOCK,,,,2020-06-29,2200-01-01
1495,S.CN.SSE.603088,603088,宁波精达,2014-11-11,2200-01-01,STOCK,,,,2014-11-11,2200-01-01
1496,S.CN.SSE.603089,603089,正裕工业,2017-01-26,2200-01-01,STOCK,,,,2017-01-26,2200-01-01
1497,S.CN.SSE.603090,603090,宏盛股份,2016-08-31,2200-01-01,STOCK,,,,2016-08-31,2200-01-01
1498,S.CN.SSE.603093,603093,南华期货,2019-08-30,2200-01-01,STOCK,,,,2019-08-30,2200-01-01
1499,S.CN.SSE.603095,603095,越剑智能,2020-04-15,2200-01-01,STOCK,,,,2020-04-15,2200-01-01
1500,S.CN.SSE.603096,603096,新经典,2017-04-25,2200-01-01,STOCK,,,,2017-04-25,2200-01-01
1501,S.CN.SSE.603098,603098,森特股份,2016-12-16,2200-01-01,STOCK,,,,2016-12-16,2200-01-01
