,Symbol,Code,Name,BeginDate,EndDate,Type,Exchange,MinTick,Multiplier,begindate,enddate
604,S.CN.SSE.600300,600300,维维股份,2000-06-30,2200-01-01,STOCK,,,,2000-06-30,2200-01-01
606,S.CN.SSE.600302,600302,标准股份,2000-12-13,2200-01-01,STOCK,,,,2000-12-13,2200-01-01
607,S.CN.SSE.600303,600303,曙光股份,2000-12-26,2200-01-01,STOCK,,,,2000-12-26,2200-01-01
608,S.CN.SSE.600305,600305,恒顺醋业,2001-02-06,2200-01-01,STOCK,,,,2001-02-06,2200-01-01
610,S.CN.SSE.600307,600307,酒钢宏兴,2000-12-20,2200-01-01,STOCK,,,,2000-12-20,2200-01-01
611,S.CN.SSE.600308,600308,华泰股份,2000-09-28,2200-01-01,STOCK,,,,2000-09-28,2200-01-01
612,S.CN.SSE.600309,600309,万华化学,2001-01-05,2200-01-01,STOCK,,,,2001-01-05,2200-01-01
613,S.CN.SSE.600310,600310,桂东电力,2001-02-28,2200-01-01,STOCK,,,,2001-02-28,2200-01-01
615,S.CN.SSE.600312,600312,平高电气,2001-02-21,2200-01-01,STOCK,,,,2001-02-21,2200-01-01
616,S.CN.SSE.600313,600313,农发种业,2001-01-19,2200-01-01,STOCK,,,,2001-01-19,2200-01-01
617,S.CN.SSE.600315,600315,上海家化,2001-03-15,2200-01-01,STOCK,,,,2001-03-15,2200-01-01
618,S.CN.SSE.600316,600316,洪都航空,2000-12-15,2200-01-01,STOCK,,,,2000-12-15,2200-01-01
619,S.CN.SSE.600317,600317,营口港,2002-01-31,2021-01-28,STOCK,,,,2002-01-31,2021-01-28
620,S.CN.SSE.600318,600318,新力金融,2000-12-08,2200-01-01,STOCK,,,,2000-12-08,2200-01-01
622,S.CN.SSE.600320,600320,振华重工,2000-12-21,2200-01-01,STOCK,,,,2000-12-21,2200-01-01
623,S.CN.SSE.600321,600321,正源股份,2001-05-24,2200-01-01,STOCK,,,,2001-05-24,2200-01-01
624,S.CN.SSE.600322,600322,天房发展,2001-09-10,2200-01-01,STOCK,,,,2001-09-10,2200-01-01
625,S.CN.SSE.600323,600323,瀚蓝环境,2000-12-25,2200-01-01,STOCK,,,,2000-12-25,2200-01-01
626,S.CN.SSE.600325,600325,华发股份,2004-02-25,2200-01-01,STOCK,,,,2004-02-25,2200-01-01
627,S.CN.SSE.600326,600326,西藏天路,2001-01-16,2200-01-01,STOCK,,,,2001-01-16,2200-01-01
628,S.CN.SSE.600327,600327,大东方,2002-06-25,2200-01-01,STOCK,,,,2002-06-25,2200-01-01
629,S.CN.SSE.600328,600328,中盐化工,2000-12-22,2200-01-01,STOCK,,,,2000-12-22,2200-01-01
630,S.CN.SSE.600329,600329,中新药业,2001-06-06,2200-01-01,STOCK,,,,2001-06-06,2200-01-01
631,S.CN.SSE.600330,600330,天通股份,2001-01-18,2200-01-01,STOCK,,,,2001-01-18,2200-01-01
632,S.CN.SSE.600331,600331,宏达股份,2001-12-20,2200-01-01,STOCK,,,,2001-12-20,2200-01-01
633,S.CN.SSE.600332,600332,白云山,2001-02-06,2200-01-01,STOCK,,,,2001-02-06,2200-01-01
634,S.CN.SSE.600333,600333,长春燃气,2000-12-11,2200-01-01,STOCK,,,,2000-12-11,2200-01-01
635,S.CN.SSE.600335,600335,国机汽车,2001-03-05,2200-01-01,STOCK,,,,2001-03-05,2200-01-01
636,S.CN.SSE.600336,600336,澳柯玛,2000-12-29,2200-01-01,STOCK,,,,2000-12-29,2200-01-01
637,S.CN.SSE.600337,600337,美克家居,2000-11-27,2200-01-01,STOCK,,,,2000-11-27,2200-01-01
638,S.CN.SSE.600338,600338,西藏珠峰,2000-12-27,2200-01-01,STOCK,,,,2000-12-27,2200-01-01
639,S.CN.SSE.600339,600339,中油工程,2000-12-25,2200-01-01,STOCK,,,,2000-12-25,2200-01-01
640,S.CN.SSE.600340,600340,华夏幸福,2003-12-30,2200-01-01,STOCK,,,,2003-12-30,2200-01-01
641,S.CN.SSE.600343,600343,航天动力,2003-04-08,2200-01-01,STOCK,,,,2003-04-08,2200-01-01
642,S.CN.SSE.600345,600345,长江通信,2000-12-22,2200-01-01,STOCK,,,,2000-12-22,2200-01-01
643,S.CN.SSE.600346,600346,恒力石化,2001-08-20,2200-01-01,STOCK,,,,2001-08-20,2200-01-01
644,S.CN.SSE.600348,600348,华阳股份,2003-08-21,2200-01-01,STOCK,,,,2003-08-21,2200-01-01
645,S.CN.SSE.600350,600350,山东高速,2002-03-18,2200-01-01,STOCK,,,,2002-03-18,2200-01-01
646,S.CN.SSE.600351,600351,亚宝药业,2002-09-26,2200-01-01,STOCK,,,,2002-09-26,2200-01-01
647,S.CN.SSE.600352,600352,浙江龙盛,2003-08-01,2200-01-01,STOCK,,,,2003-08-01,2200-01-01
648,S.CN.SSE.600353,600353,旭光电子,2002-11-20,2200-01-01,STOCK,,,,2002-11-20,2200-01-01
649,S.CN.SSE.600354,600354,敦煌种业,2004-01-15,2200-01-01,STOCK,,,,2004-01-15,2200-01-01
650,S.CN.SSE.600355,600355,精伦电子,2002-06-13,2200-01-01,STOCK,,,,2002-06-13,2200-01-01
651,S.CN.SSE.600356,600356,恒丰纸业,2001-04-19,2200-01-01,STOCK,,,,2001-04-19,2200-01-01
652,S.CN.SSE.600357,600357,承德钒钛,2002-09-06,2009-12-29,STOCK,,,,2002-09-06,2009-12-29
653,S.CN.SSE.600358,600358,国旅联合,2000-09-22,2200-01-01,STOCK,,,,2000-09-22,2200-01-01
654,S.CN.SSE.600359,600359,新农开发,1999-04-29,2200-01-01,STOCK,,,,1999-04-29,2200-01-01
655,S.CN.SSE.600360,600360,华微电子,2001-03-16,2200-01-01,STOCK,,,,2001-03-16,2200-01-01
656,S.CN.SSE.600361,600361,华联综超,2001-11-29,2200-01-01,STOCK,,,,2001-11-29,2200-01-01
657,S.CN.SSE.600362,600362,江西铜业,2002-01-11,2200-01-01,STOCK,,,,2002-01-11,2200-01-01
658,S.CN.SSE.600363,600363,联创光电,2001-03-29,2200-01-01,STOCK,,,,2001-03-29,2200-01-01
660,S.CN.SSE.600366,600366,宁波韵升,2000-10-30,2200-01-01,STOCK,,,,2000-10-30,2200-01-01
661,S.CN.SSE.600367,600367,红星发展,2001-03-20,2200-01-01,STOCK,,,,2001-03-20,2200-01-01
662,S.CN.SSE.600368,600368,五洲交通,2000-12-21,2200-01-01,STOCK,,,,2000-12-21,2200-01-01
663,S.CN.SSE.600369,600369,西南证券,2001-01-09,2200-01-01,STOCK,,,,2001-01-09,2200-01-01
664,S.CN.SSE.600370,600370,三房巷,2003-03-06,2200-01-01,STOCK,,,,2003-03-06,2200-01-01
665,S.CN.SSE.600371,600371,万向德农,2002-09-16,2200-01-01,STOCK,,,,2002-09-16,2200-01-01
666,S.CN.SSE.600372,600372,中航电子,2001-07-06,2200-01-01,STOCK,,,,2001-07-06,2200-01-01
667,S.CN.SSE.600373,600373,中文传媒,2002-03-04,2200-01-01,STOCK,,,,2002-03-04,2200-01-01
668,S.CN.SSE.600375,600375,汉马科技,2003-04-01,2200-01-01,STOCK,,,,2003-04-01,2200-01-01
669,S.CN.SSE.600376,600376,首开股份,2001-03-12,2200-01-01,STOCK,,,,2001-03-12,2200-01-01
670,S.CN.SSE.600377,600377,宁沪高速,2001-01-16,2200-01-01,STOCK,,,,2001-01-16,2200-01-01
671,S.CN.SSE.600378,600378,昊华科技,2001-01-11,2200-01-01,STOCK,,,,2001-01-11,2200-01-01
672,S.CN.SSE.600379,600379,宝光股份,2002-01-16,2200-01-01,STOCK,,,,2002-01-16,2200-01-01
673,S.CN.SSE.600380,600380,健康元,2001-06-08,2200-01-01,STOCK,,,,2001-06-08,2200-01-01
674,S.CN.SSE.600381,600381,青海春天,2001-05-08,2200-01-01,STOCK,,,,2001-05-08,2200-01-01
676,S.CN.SSE.600383,600383,金地集团,2001-04-12,2200-01-01,STOCK,,,,2001-04-12,2200-01-01
678,S.CN.SSE.600386,600386,北巴传媒,2001-02-16,2200-01-01,STOCK,,,,2001-02-16,2200-01-01
680,S.CN.SSE.600388,600388,龙净环保,2000-12-29,2200-01-01,STOCK,,,,2000-12-29,2200-01-01
681,S.CN.SSE.600389,600389,江山股份,2001-01-10,2200-01-01,STOCK,,,,2001-01-10,2200-01-01
682,S.CN.SSE.600390,600390,五矿资本,2001-01-15,2200-01-01,STOCK,,,,2001-01-15,2200-01-01
683,S.CN.SSE.600391,600391,航发科技,2001-12-12,2200-01-01,STOCK,,,,2001-12-12,2200-01-01
684,S.CN.SSE.600392,600392,盛和资源,2003-05-29,2200-01-01,STOCK,,,,2003-05-29,2200-01-01
686,S.CN.SSE.600395,600395,盘江股份,2001-05-31,2200-01-01,STOCK,,,,2001-05-31,2200-01-01
687,S.CN.SSE.600396,600396,金山股份,2001-03-28,2200-01-01,STOCK,,,,2001-03-28,2200-01-01
688,S.CN.SSE.600397,600397,安源煤业,2002-07-02,2200-01-01,STOCK,,,,2002-07-02,2200-01-01
689,S.CN.SSE.600398,600398,海澜之家,2000-12-28,2200-01-01,STOCK,,,,2000-12-28,2200-01-01
690,S.CN.SSE.600399,600399,抚顺特钢,2000-12-29,2200-01-01,STOCK,,,,2000-12-29,2200-01-01
691,S.CN.SSE.600400,600400,红豆股份,2001-01-08,2200-01-01,STOCK,,,,2001-01-08,2200-01-01
692,S.CN.SSE.600401,600401,退市海润,2003-09-24,2019-07-12,STOCK,,,,2003-09-24,2019-07-12
693,S.CN.SSE.600403,600403,大有能源,2003-10-09,2200-01-01,STOCK,,,,2003-10-09,2200-01-01
694,S.CN.SSE.600405,600405,动力源,2004-04-01,2200-01-01,STOCK,,,,2004-04-01,2200-01-01
695,S.CN.SSE.600406,600406,国电南瑞,2003-10-16,2200-01-01,STOCK,,,,2003-10-16,2200-01-01
697,S.CN.SSE.600409,600409,三友化工,2003-06-18,2200-01-01,STOCK,,,,2003-06-18,2200-01-01
698,S.CN.SSE.600410,600410,华胜天成,2004-04-27,2200-01-01,STOCK,,,,2004-04-27,2200-01-01
699,S.CN.SSE.600415,600415,小商品城,2002-05-09,2200-01-01,STOCK,,,,2002-05-09,2200-01-01
700,S.CN.SSE.600416,600416,湘电股份,2002-07-18,2200-01-01,STOCK,,,,2002-07-18,2200-01-01
701,S.CN.SSE.600418,600418,江淮汽车,2001-08-24,2200-01-01,STOCK,,,,2001-08-24,2200-01-01
702,S.CN.SSE.600419,600419,天润乳业,2001-06-28,2200-01-01,STOCK,,,,2001-06-28,2200-01-01
703,S.CN.SSE.600420,600420,国药现代,2004-06-16,2200-01-01,STOCK,,,,2004-06-16,2200-01-01
704,S.CN.SSE.600421,600421,华嵘控股,2004-06-07,2200-01-01,STOCK,,,,2004-06-07,2200-01-01
705,S.CN.SSE.600422,600422,昆药集团,2000-12-06,2200-01-01,STOCK,,,,2000-12-06,2200-01-01
706,S.CN.SSE.600423,600423,柳化股份,2003-07-17,2200-01-01,STOCK,,,,2003-07-17,2200-01-01
707,S.CN.SSE.600425,600425,青松建化,2003-07-24,2200-01-01,STOCK,,,,2003-07-24,2200-01-01
708,S.CN.SSE.600426,600426,华鲁恒升,2002-06-20,2200-01-01,STOCK,,,,2002-06-20,2200-01-01
709,S.CN.SSE.600428,600428,中远海特,2002-04-18,2200-01-01,STOCK,,,,2002-04-18,2200-01-01
710,S.CN.SSE.600429,600429,三元股份,2003-09-15,2200-01-01,STOCK,,,,2003-09-15,2200-01-01
711,S.CN.SSE.600432,600432,退市吉恩,2003-09-05,2018-07-13,STOCK,,,,2003-09-05,2018-07-13
712,S.CN.SSE.600433,600433,冠豪高新,2003-06-19,2200-01-01,STOCK,,,,2003-06-19,2200-01-01
713,S.CN.SSE.600435,600435,北方导航,2003-07-04,2200-01-01,STOCK,,,,2003-07-04,2200-01-01
714,S.CN.SSE.600436,600436,片仔癀,2003-06-16,2200-01-01,STOCK,,,,2003-06-16,2200-01-01
715,S.CN.SSE.600438,600438,通威股份,2004-03-02,2200-01-01,STOCK,,,,2004-03-02,2200-01-01
716,S.CN.SSE.600439,600439,瑞贝卡,2003-07-10,2200-01-01,STOCK,,,,2003-07-10,2200-01-01
717,S.CN.SSE.600444,600444,国机通用,2004-02-19,2200-01-01,STOCK,,,,2004-02-19,2200-01-01
718,S.CN.SSE.600446,600446,金证股份,2003-12-24,2200-01-01,STOCK,,,,2003-12-24,2200-01-01
719,S.CN.SSE.600448,600448,华纺股份,2001-09-03,2200-01-01,STOCK,,,,2001-09-03,2200-01-01
720,S.CN.SSE.600449,600449,宁夏建材,2003-08-29,2200-01-01,STOCK,,,,2003-08-29,2200-01-01
721,S.CN.SSE.600452,600452,涪陵电力,2004-03-03,2200-01-01,STOCK,,,,2004-03-03,2200-01-01
722,S.CN.SSE.600455,600455,博通股份,2004-03-29,2200-01-01,STOCK,,,,2004-03-29,2200-01-01
723,S.CN.SSE.600456,600456,宝钛股份,2002-04-12,2200-01-01,STOCK,,,,2002-04-12,2200-01-01
724,S.CN.SSE.600458,600458,时代新材,2002-12-19,2200-01-01,STOCK,,,,2002-12-19,2200-01-01
725,S.CN.SSE.600459,600459,贵研铂业,2003-05-16,2200-01-01,STOCK,,,,2003-05-16,2200-01-01
726,S.CN.SSE.600460,600460,士兰微,2003-03-11,2200-01-01,STOCK,,,,2003-03-11,2200-01-01
727,S.CN.SSE.600461,600461,洪城环境,2004-06-01,2200-01-01,STOCK,,,,2004-06-01,2200-01-01
729,S.CN.SSE.600463,600463,空港股份,2004-03-18,2200-01-01,STOCK,,,,2004-03-18,2200-01-01
730,S.CN.SSE.600466,600466,蓝光发展,2001-02-12,2200-01-01,STOCK,,,,2001-02-12,2200-01-01
731,S.CN.SSE.600467,600467,好当家,2004-04-05,2200-01-01,STOCK,,,,2004-04-05,2200-01-01
732,S.CN.SSE.600468,600468,百利电气,2001-06-15,2200-01-01,STOCK,,,,2001-06-15,2200-01-01
733,S.CN.SSE.600469,600469,风神股份,2003-10-21,2200-01-01,STOCK,,,,2003-10-21,2200-01-01
734,S.CN.SSE.600470,600470,六国化工,2004-03-05,2200-01-01,STOCK,,,,2004-03-05,2200-01-01
735,S.CN.SSE.600472,600472,包头铝业,2005-05-09,2007-12-26,STOCK,,,,2005-05-09,2007-12-26
736,S.CN.SSE.600475,600475,华光环能,2003-07-21,2200-01-01,STOCK,,,,2003-07-21,2200-01-01
737,S.CN.SSE.600476,600476,湘邮科技,2003-12-10,2200-01-01,STOCK,,,,2003-12-10,2200-01-01
738,S.CN.SSE.600477,600477,杭萧钢构,2003-11-10,2200-01-01,STOCK,,,,2003-11-10,2200-01-01
739,S.CN.SSE.600478,600478,科力远,2003-09-18,2200-01-01,STOCK,,,,2003-09-18,2200-01-01
740,S.CN.SSE.600479,600479,千金药业,2004-03-12,2200-01-01,STOCK,,,,2004-03-12,2200-01-01
741,S.CN.SSE.600480,600480,凌云股份,2003-08-15,2200-01-01,STOCK,,,,2003-08-15,2200-01-01
742,S.CN.SSE.600481,600481,双良节能,2003-04-22,2200-01-01,STOCK,,,,2003-04-22,2200-01-01
743,S.CN.SSE.600482,600482,中国动力,2004-07-14,2200-01-01,STOCK,,,,2004-07-14,2200-01-01
744,S.CN.SSE.600483,600483,福能股份,2004-05-31,2200-01-01,STOCK,,,,2004-05-31,2200-01-01
746,S.CN.SSE.600486,600486,扬农化工,2002-04-25,2200-01-01,STOCK,,,,2002-04-25,2200-01-01
747,S.CN.SSE.600487,600487,亨通光电,2003-08-22,2200-01-01,STOCK,,,,2003-08-22,2200-01-01
748,S.CN.SSE.600488,600488,天药股份,2001-06-18,2200-01-01,STOCK,,,,2001-06-18,2200-01-01
749,S.CN.SSE.600489,600489,中金黄金,2003-08-14,2200-01-01,STOCK,,,,2003-08-14,2200-01-01
750,S.CN.SSE.600490,600490,鹏欣资源,2003-06-26,2200-01-01,STOCK,,,,2003-06-26,2200-01-01
751,S.CN.SSE.600491,600491,龙元建设,2004-05-24,2200-01-01,STOCK,,,,2004-05-24,2200-01-01
752,S.CN.SSE.600493,600493,凤竹纺织,2004-04-21,2200-01-01,STOCK,,,,2004-04-21,2200-01-01
753,S.CN.SSE.600495,600495,晋西车轴,2004-05-26,2200-01-01,STOCK,,,,2004-05-26,2200-01-01
754,S.CN.SSE.600496,600496,精工钢构,2002-06-05,2200-01-01,STOCK,,,,2002-06-05,2200-01-01
755,S.CN.SSE.600497,600497,驰宏锌锗,2004-04-20,2200-01-01,STOCK,,,,2004-04-20,2200-01-01
756,S.CN.SSE.600498,600498,烽火通信,2001-08-23,2200-01-01,STOCK,,,,2001-08-23,2200-01-01
757,S.CN.SSE.600499,600499,科达制造,2002-10-10,2200-01-01,STOCK,,,,2002-10-10,2200-01-01
758,S.CN.SSE.600500,600500,中化国际,2000-03-01,2200-01-01,STOCK,,,,2000-03-01,2200-01-01
759,S.CN.SSE.600501,600501,航天晨光,2001-06-15,2200-01-01,STOCK,,,,2001-06-15,2200-01-01
760,S.CN.SSE.600502,600502,安徽建工,2003-04-15,2200-01-01,STOCK,,,,2003-04-15,2200-01-01
761,S.CN.SSE.600503,600503,华丽家族,2002-07-09,2200-01-01,STOCK,,,,2002-07-09,2200-01-01
762,S.CN.SSE.600505,600505,西昌电力,2002-05-30,2200-01-01,STOCK,,,,2002-05-30,2200-01-01
764,S.CN.SSE.600507,600507,方大特钢,2003-09-30,2200-01-01,STOCK,,,,2003-09-30,2200-01-01
765,S.CN.SSE.600508,600508,上海能源,2001-08-29,2200-01-01,STOCK,,,,2001-08-29,2200-01-01
766,S.CN.SSE.600509,600509,天富能源,2002-02-28,2200-01-01,STOCK,,,,2002-02-28,2200-01-01
767,S.CN.SSE.600510,600510,黑牡丹,2002-06-18,2200-01-01,STOCK,,,,2002-06-18,2200-01-01
768,S.CN.SSE.600511,600511,国药股份,2002-11-27,2200-01-01,STOCK,,,,2002-11-27,2200-01-01
769,S.CN.SSE.600512,600512,腾达建设,2002-12-26,2200-01-01,STOCK,,,,2002-12-26,2200-01-01
770,S.CN.SSE.600513,600513,联环药业,2003-03-19,2200-01-01,STOCK,,,,2003-03-19,2200-01-01
772,S.CN.SSE.600516,600516,方大炭素,2002-08-30,2200-01-01,STOCK,,,,2002-08-30,2200-01-01
773,S.CN.SSE.600517,600517,国网英大,2003-10-10,2200-01-01,STOCK,,,,2003-10-10,2200-01-01
775,S.CN.SSE.600519,600519,贵州茅台,2001-08-27,2200-01-01,STOCK,,,,2001-08-27,2200-01-01
776,S.CN.SSE.600520,600520,文一科技,2002-01-08,2200-01-01,STOCK,,,,2002-01-08,2200-01-01
777,S.CN.SSE.600521,600521,华海药业,2003-03-04,2200-01-01,STOCK,,,,2003-03-04,2200-01-01
778,S.CN.SSE.600522,600522,中天科技,2002-10-24,2200-01-01,STOCK,,,,2002-10-24,2200-01-01
779,S.CN.SSE.600523,600523,贵航股份,2001-12-27,2200-01-01,STOCK,,,,2001-12-27,2200-01-01
780,S.CN.SSE.600525,600525,长园集团,2002-12-02,2200-01-01,STOCK,,,,2002-12-02,2200-01-01
781,S.CN.SSE.600526,600526,菲达环保,2002-07-22,2200-01-01,STOCK,,,,2002-07-22,2200-01-01
782,S.CN.SSE.600527,600527,江南高纤,2003-11-27,2200-01-01,STOCK,,,,2003-11-27,2200-01-01
783,S.CN.SSE.600528,600528,中铁工业,2001-05-28,2200-01-01,STOCK,,,,2001-05-28,2200-01-01
784,S.CN.SSE.600529,600529,山东药玻,2002-06-03,2200-01-01,STOCK,,,,2002-06-03,2200-01-01
785,S.CN.SSE.600530,600530,交大昂立,2001-07-02,2200-01-01,STOCK,,,,2001-07-02,2200-01-01
786,S.CN.SSE.600531,600531,豫光金铅,2002-07-30,2200-01-01,STOCK,,,,2002-07-30,2200-01-01
787,S.CN.SSE.600532,600532,未来股份,2002-10-31,2200-01-01,STOCK,,,,2002-10-31,2200-01-01
788,S.CN.SSE.600533,600533,栖霞建设,2002-03-28,2200-01-01,STOCK,,,,2002-03-28,2200-01-01
789,S.CN.SSE.600535,600535,天士力,2002-08-23,2200-01-01,STOCK,,,,2002-08-23,2200-01-01
790,S.CN.SSE.600536,600536,中国软件,2002-05-17,2200-01-01,STOCK,,,,2002-05-17,2200-01-01
791,S.CN.SSE.600537,600537,亿晶光电,2003-01-23,2200-01-01,STOCK,,,,2003-01-23,2200-01-01
792,S.CN.SSE.600538,600538,国发股份,2003-01-14,2200-01-01,STOCK,,,,2003-01-14,2200-01-01
793,S.CN.SSE.600539,600539,狮头股份,2001-08-24,2200-01-01,STOCK,,,,2001-08-24,2200-01-01
794,S.CN.SSE.600540,600540,新赛股份,2004-01-07,2200-01-01,STOCK,,,,2004-01-07,2200-01-01
795,S.CN.SSE.600543,600543,莫高股份,2004-03-24,2200-01-01,STOCK,,,,2004-03-24,2200-01-01
796,S.CN.SSE.600545,600545,卓郎智能,2003-12-03,2200-01-01,STOCK,,,,2003-12-03,2200-01-01
797,S.CN.SSE.600546,600546,山煤国际,2003-07-31,2200-01-01,STOCK,,,,2003-07-31,2200-01-01
798,S.CN.SSE.600547,600547,山东黄金,2003-08-28,2200-01-01,STOCK,,,,2003-08-28,2200-01-01
799,S.CN.SSE.600548,600548,深高速,2001-12-25,2200-01-01,STOCK,,,,2001-12-25,2200-01-01
800,S.CN.SSE.600549,600549,厦门钨业,2002-11-07,2200-01-01,STOCK,,,,2002-11-07,2200-01-01
801,S.CN.SSE.600550,600550,保变电气,2001-02-28,2200-01-01,STOCK,,,,2001-02-28,2200-01-01
802,S.CN.SSE.600551,600551,时代出版,2002-09-05,2200-01-01,STOCK,,,,2002-09-05,2200-01-01
803,S.CN.SSE.600552,600552,凯盛科技,2002-11-08,2200-01-01,STOCK,,,,2002-11-08,2200-01-01
804,S.CN.SSE.600553,600553,太行水泥,2002-08-22,2011-02-18,STOCK,,,,2002-08-22,2011-02-18
806,S.CN.SSE.600556,600556,天下秀,2001-08-07,2200-01-01,STOCK,,,,2001-08-07,2200-01-01
807,S.CN.SSE.600557,600557,康缘药业,2002-09-18,2200-01-01,STOCK,,,,2002-09-18,2200-01-01
808,S.CN.SSE.600558,600558,大西洋,2001-02-27,2200-01-01,STOCK,,,,2001-02-27,2200-01-01
809,S.CN.SSE.600559,600559,老白干酒,2002-10-29,2200-01-01,STOCK,,,,2002-10-29,2200-01-01
810,S.CN.SSE.600560,600560,金自天正,2002-09-19,2200-01-01,STOCK,,,,2002-09-19,2200-01-01
811,S.CN.SSE.600561,600561,江西长运,2002-07-16,2200-01-01,STOCK,,,,2002-07-16,2200-01-01
812,S.CN.SSE.600562,600562,国睿科技,2003-01-28,2200-01-01,STOCK,,,,2003-01-28,2200-01-01
813,S.CN.SSE.600563,600563,法拉电子,2002-12-10,2200-01-01,STOCK,,,,2002-12-10,2200-01-01
814,S.CN.SSE.600565,600565,迪马股份,2002-07-23,2200-01-01,STOCK,,,,2002-07-23,2200-01-01
815,S.CN.SSE.600566,600566,济川药业,2001-08-22,2200-01-01,STOCK,,,,2001-08-22,2200-01-01
816,S.CN.SSE.600567,600567,山鹰国际,2001-12-18,2200-01-01,STOCK,,,,2001-12-18,2200-01-01
818,S.CN.SSE.600569,600569,安阳钢铁,2001-08-20,2200-01-01,STOCK,,,,2001-08-20,2200-01-01
819,S.CN.SSE.600570,600570,恒生电子,2003-12-16,2200-01-01,STOCK,,,,2003-12-16,2200-01-01
820,S.CN.SSE.600571,600571,信雅达,2002-11-01,2200-01-01,STOCK,,,,2002-11-01,2200-01-01
821,S.CN.SSE.600572,600572,康恩贝,2004-04-12,2200-01-01,STOCK,,,,2004-04-12,2200-01-01
822,S.CN.SSE.600573,600573,惠泉啤酒,2003-02-26,2200-01-01,STOCK,,,,2003-02-26,2200-01-01
823,S.CN.SSE.600575,600575,淮河能源,2003-03-28,2200-01-01,STOCK,,,,2003-03-28,2200-01-01
824,S.CN.SSE.600576,600576,祥源文化,2003-02-20,2200-01-01,STOCK,,,,2003-02-20,2200-01-01
825,S.CN.SSE.600577,600577,精达股份,2002-09-11,2200-01-01,STOCK,,,,2002-09-11,2200-01-01
826,S.CN.SSE.600578,600578,京能电力,2002-05-10,2200-01-01,STOCK,,,,2002-05-10,2200-01-01
827,S.CN.SSE.600579,600579,克劳斯,2002-08-09,2200-01-01,STOCK,,,,2002-08-09,2200-01-01
828,S.CN.SSE.600580,600580,卧龙电驱,2002-06-06,2200-01-01,STOCK,,,,2002-06-06,2200-01-01
829,S.CN.SSE.600581,600581,八一钢铁,2002-08-16,2200-01-01,STOCK,,,,2002-08-16,2200-01-01
830,S.CN.SSE.600582,600582,天地科技,2002-05-15,2200-01-01,STOCK,,,,2002-05-15,2200-01-01
831,S.CN.SSE.600583,600583,海油工程,2002-02-05,2200-01-01,STOCK,,,,2002-02-05,2200-01-01
832,S.CN.SSE.600584,600584,长电科技,2003-06-03,2200-01-01,STOCK,,,,2003-06-03,2200-01-01
833,S.CN.SSE.600585,600585,海螺水泥,2002-02-07,2200-01-01,STOCK,,,,2002-02-07,2200-01-01
834,S.CN.SSE.600586,600586,金晶科技,2002-08-15,2200-01-01,STOCK,,,,2002-08-15,2200-01-01
835,S.CN.SSE.600587,600587,新华医疗,2002-09-27,2200-01-01,STOCK,,,,2002-09-27,2200-01-01
836,S.CN.SSE.600588,600588,用友网络,2001-05-18,2200-01-01,STOCK,,,,2001-05-18,2200-01-01
838,S.CN.SSE.600590,600590,泰豪科技,2002-07-03,2200-01-01,STOCK,,,,2002-07-03,2200-01-01
840,S.CN.SSE.600592,600592,龙溪股份,2002-08-05,2200-01-01,STOCK,,,,2002-08-05,2200-01-01
842,S.CN.SSE.600594,600594,益佰制药,2004-03-23,2200-01-01,STOCK,,,,2004-03-23,2200-01-01
844,S.CN.SSE.600596,600596,新安股份,2001-09-06,2200-01-01,STOCK,,,,2001-09-06,2200-01-01
845,S.CN.SSE.600597,600597,光明乳业,2002-08-28,2200-01-01,STOCK,,,,2002-08-28,2200-01-01
846,S.CN.SSE.600598,600598,北大荒,2002-03-29,2200-01-01,STOCK,,,,2002-03-29,2200-01-01
848,S.CN.SSE.600600,600600,青岛啤酒,1993-08-27,2200-01-01,STOCK,,,,1993-08-27,2200-01-01
850,S.CN.SSE.600602,600602,云赛智联,1990-12-19,2200-01-01,STOCK,,,,1990-12-19,2200-01-01
851,S.CN.SSE.600603,600603,广汇物流,1992-01-13,2200-01-01,STOCK,,,,1992-01-13,2200-01-01
852,S.CN.SSE.600604,600604,市北高新,1992-03-27,2200-01-01,STOCK,,,,1992-03-27,2200-01-01
853,S.CN.SSE.600605,600605,汇通能源,1992-03-27,2200-01-01,STOCK,,,,1992-03-27,2200-01-01
854,S.CN.SSE.600606,600606,绿地控股,1992-03-27,2200-01-01,STOCK,,,,1992-03-27,2200-01-01
855,S.CN.SSE.600607,600607,上实医药,1992-03-27,2010-02-12,STOCK,,,,1992-03-27,2010-02-12
857,S.CN.SSE.600609,600609,金杯汽车,1992-07-24,2200-01-01,STOCK,,,,1992-07-24,2200-01-01
858,S.CN.SSE.600610,600610,中毅达,1992-08-05,2200-01-01,STOCK,,,,1992-08-05,2200-01-01
859,S.CN.SSE.600611,600611,大众交通,1992-08-07,2200-01-01,STOCK,,,,1992-08-07,2200-01-01
860,S.CN.SSE.600612,600612,老凤祥,1992-08-14,2200-01-01,STOCK,,,,1992-08-14,2200-01-01
861,S.CN.SSE.600613,600613,神奇制药,1992-08-20,2200-01-01,STOCK,,,,1992-08-20,2200-01-01
862,S.CN.SSE.600614,600614,退市鹏起,1992-08-28,2021-07-21,STOCK,,,,1992-08-28,2021-07-21
864,S.CN.SSE.600616,600616,金枫酒业,1992-09-29,2200-01-01,STOCK,,,,1992-09-29,2200-01-01
865,S.CN.SSE.600617,600617,国新能源,1992-10-13,2200-01-01,STOCK,,,,1992-10-13,2200-01-01
